+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                         ;
+---------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:10:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:10:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:10:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:10:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:10:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:9:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:9:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:9:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:9:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:9:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:8:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:8:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:8:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:8:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:8:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:7:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:7:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:7:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:7:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:7:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:6:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:6:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:6:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:6:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:6:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:5:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:5:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:5:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:5:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:5:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:4:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:4:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:4:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:4:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:4:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:3:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:3:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:3:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:3:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:3:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:2:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:2:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:2:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:2:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:2:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:1:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:1:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:1:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:1:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:1:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:0:MUXI|g_stage4                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:0:MUXI|g_stage3                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:0:MUXI|g_stage2                 ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:0:MUXI|g_stage1                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3|\G_NBit_MUX:0:MUXI                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT3                                             ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:31:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:31:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:31:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:31:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:31:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:30:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:30:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:30:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:30:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:30:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:29:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:29:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:29:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:29:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:29:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:28:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:28:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:28:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:28:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:28:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:27:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:27:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:27:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:27:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:27:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:26:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:26:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:26:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:26:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:26:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:25:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:25:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:25:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:25:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:25:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:24:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:24:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:24:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:24:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:24:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:23:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:23:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:23:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:23:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:23:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:22:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:22:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:22:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:22:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:22:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:21:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:21:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:21:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:21:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:21:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:20:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:20:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:20:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:20:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:20:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:19:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:19:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:19:MUXI|g_stage2                ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:19:MUXI|g_stage1                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:19:MUXI                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:18:MUXI|g_stage4                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU0|MUX_ALU_OUT2|\G_NBit_MUX:18:MUXI|g_stage3                ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
